@relation aux
@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute class {'1','2'}
@data
0.188578,-0.434772,0.720905,0.893566,-0.682948,0.924368,1.406437,1.481957,-0.83419,0.296694,'2'
0.541602,0.886753,-0.56514,-1.672582,1.5754,-1.241827,0.711823,0.635749,-0.912565,-1.578404,'1'
0.488179,-0.021499,1.496242,0.348127,1.167861,-0.552609,1.288902,-1.011835,0.677191,-1.456631,'2'
-0.834722,0.034066,-1.712124,1.021484,-0.342821,0.07076,-0.693617,1.165961,-1.578324,-0.798878,'2'
-0.516378,0.394226,-1.611261,1.664607,-0.13907,1.62971,-1.363368,0.717608,-0.683628,-1.65429,'2'
0.591656,0.425494,0.399089,-0.343596,0.447879,1.395031,-0.463889,0.794651,-1.277873,1.151749,'1'
-1.399116,-1.070997,-1.276409,-0.594615,-0.212179,0.583338,-0.737243,1.006431,-0.192704,0.563214,'2'
-0.937616,-0.653557,-0.577055,-0.155492,-1.333892,-0.609971,-0.525444,-0.455506,0.603666,1.535619,'2'
-1.062575,-0.815418,-0.757966,0.345412,0.824893,0.823444,1.264681,-0.93228,-0.688584,0.439595,'2'
2.02999,1.461409,1.097961,0.602292,-0.264831,0.369482,-1.453904,1.607965,0.104656,-1.093027,'2'
0.36406,0.01246,0.3604,0.340678,0.960738,1.361471,0.993647,-0.957501,-0.222618,0.195929,'2'
-0.897126,-1.300001,0.819969,-0.985288,0.093356,0.7993,0.260217,-0.560972,0.917087,1.578387,'1'
-1.890749,-1.28809,-1.653762,1.179745,-1.121432,0.136268,-1.288254,0.619156,1.351954,-0.600673,'2'
-1.121131,-1.696256,0.637958,0.858482,0.952776,0.307442,-1.309339,0.028851,1.73301,-1.379222,'2'
0.344782,1.171063,-1.689005,-0.785521,-0.75736,1.595426,1.650295,1.364674,-1.18723,-0.369113,'1'
1.006971,1.342126,0.004243,1.152243,0.006145,-0.832166,-0.93137,0.043151,-0.629501,1.261032,'1'
1.252199,0.582254,1.329336,-0.821623,-1.396423,0.510586,1.527189,0.071703,-1.21575,0.114007,'1'
0.409718,-0.274396,1.047794,-1.326547,1.137691,-0.023182,0.123619,0.040932,0.587191,-0.134949,'2'
1.41161,1.317577,1.025479,-1.374859,-0.349332,1.238622,0.549706,0.803631,1.117849,1.122671,'1'
-0.572996,-1.155073,0.897736,-0.86674,-1.099923,1.595148,1.086097,-0.421474,-0.823887,0.17453,'1'
-1.139175,-0.385073,-1.180359,1.184314,-1.783198,0.72512,1.677836,1.072014,0.117553,-0.448743,'2'
-1.820147,-1.335409,-1.56897,1.499019,-1.191175,0.809043,1.280338,-0.152973,0.670845,-1.047456,'2'
0.493586,-0.258404,0.880045,0.908393,-1.764253,0.534645,1.563997,-0.410044,0.372273,1.12228,'2'
0.657063,0.256223,1.02522,-0.110674,0.295549,-1.483712,-0.845972,1.489317,0.982668,-1.481146,'1'
-1.022515,-0.362894,-1.166622,0.706085,-0.968495,0.573938,0.327184,-1.364292,0.483154,-1.147026,'2'
0.122857,0.189261,0.155276,0.972474,-1.07166,-1.13486,0.828838,-1.288295,0.924834,-0.881131,'2'
0.885089,0.863108,0.586243,-1.021315,-1.077854,-1.282682,1.478535,-0.315415,-0.140506,0.934933,'1'
0.706383,0.625301,0.927242,1.566528,-0.643571,0.237162,1.658025,0.530462,-1.440849,-0.471093,'1'
-0.38434,-0.411825,-0.324962,-0.242109,0.342642,-0.536093,0.819858,-1.134421,-1.292708,0.434284,'2'
-0.061085,0.142226,-0.140388,-0.218585,0.257724,1.143953,1.566059,-0.515608,0.794523,-0.746596,'2'
0.905548,0.825385,0.053949,-1.303412,0.382099,1.152298,-0.761967,-0.017454,0.680229,0.563878,'1'
-0.283598,-0.333654,-0.034476,1.167648,0.691849,0.33716,1.144966,0.18445,0.129269,-0.012446,'2'
-0.292723,-0.314277,0.255305,-0.283784,-0.610438,1.158946,-0.783246,1.015163,0.196421,-0.295337,'2'
-0.664655,-1.494832,1.450192,-1.059696,0.3756,0.217433,-0.230357,0.123621,-1.105067,0.390753,'2'
0.427636,1.224885,-1.300971,0.327022,1.098829,-0.495446,-1.028453,-1.727442,0.402568,-0.89976,'1'
-0.396668,-0.365043,-0.446404,0.709558,-1.222655,-0.187722,-0.008491,-0.32323,0.312545,-1.120524,'2'
0.923753,0.61144,0.236309,1.296322,1.418577,-0.917886,1.373962,-0.377077,1.252512,0.406407,'1'
-0.545076,-0.238621,-0.378876,1.350596,1.150294,-0.72954,-0.353746,-1.672864,-1.197794,0.069066,'2'
-0.503657,-0.760263,-0.017356,1.026929,-1.135215,0.085955,-1.348073,1.33153,0.445686,-1.735643,'2'
-0.209437,-0.779282,1.075842,-0.898728,-0.577498,0.267627,1.62691,-1.157937,-0.294701,1.62302,'2'
-0.140663,-0.448991,0.553527,0.680104,0.279139,-0.436703,1.142566,0.937837,-1.379707,1.611779,'2'
-0.455571,-0.001452,-0.712143,0.766757,-1.339517,-1.70113,-1.389911,0.585672,1.342062,-1.410704,'2'
0.706274,1.160834,-0.926888,-0.779353,0.24576,-0.748692,-1.475389,-1.726271,0.037364,1.510918,'1'
0.167115,-0.147281,1.280199,-0.746034,1.395689,-0.936,-1.527397,0.683262,0.222179,1.376173,'2'
-1.029689,-1.768825,0.803978,-1.082445,0.373954,-0.193081,1.056255,-1.124596,-1.609104,0.284726,'1'
-1.224981,-0.655008,-1.374413,-0.996217,-0.361894,-0.4036,1.418201,-0.984702,-0.316762,0.873259,'2'
1.122431,0.37029,1.695455,-1.707142,0.590309,1.232958,-0.610267,0.761523,-0.729609,0.663208,'1'
-0.287671,0.037937,-1.340885,-1.500446,-0.950717,0.327294,0.504008,0.086839,0.638555,0.806476,'1'
0.042551,-0.014486,0.092474,-1.080951,0.563637,0.874157,0.910749,-1.550344,-1.355063,1.27036,'1'
1.356275,1.642014,0.172466,-0.946927,1.159246,0.173061,0.347918,0.223512,1.369657,0.377922,'2'
1.243735,1.37271,0.234816,1.645401,-0.060072,0.588679,1.130786,-0.407078,0.694473,1.54238,'2'
1.4635,0.994271,0.709972,1.388873,-1.046242,0.273684,1.121875,-1.381479,0.303761,0.653523,'1'
-0.449841,-0.555249,0.72311,-1.107563,0.559079,-1.221002,1.63317,-0.532867,0.52298,-1.101937,'2'
-0.967753,-1.759383,1.054331,0.821178,-1.646945,0.719771,-0.453722,-0.896912,0.538411,-1.309308,'1'
-0.661797,-0.592713,-0.06206,-0.459881,-0.751214,1.329833,1.541993,-1.643381,-0.596975,-0.500786,'2'
0.970546,0.281644,1.408821,0.78593,-0.995373,1.188222,-0.599497,0.005708,1.517806,-0.719526,'1'
-0.927576,-0.875592,-0.349647,1.301148,-1.02824,-0.273418,0.248462,0.078865,-1.584799,0.346198,'2'
0.838829,0.797747,-0.060222,0.628346,-0.493708,1.305775,-0.333894,-0.796193,-0.598852,-1.194468,'1'
-1.054673,-0.470914,-1.173124,-0.784237,0.508513,-1.678099,1.146901,0.621883,-0.406071,1.619254,'2'
0.448503,0.758787,-0.865648,0.177406,0.462596,0.678515,1.327488,-1.53815,-1.275539,-0.118543,'1'
1.025103,1.214512,0.384547,1.459259,1.128197,0.713315,-0.568429,-1.037192,0.607333,0.871926,'1'
-0.996694,-1.345546,0.776187,1.412478,0.518518,-1.027282,0.139802,1.389415,0.685772,0.23219,'2'
0.189788,0.39996,-0.646534,1.070978,-1.269732,-0.924532,-0.486872,-1.219202,-1.307596,1.367455,'1'
-2.054147,-1.081405,-1.520503,0.866591,0.473097,0.885979,1.387458,1.492302,0.411306,0.854664,'2'
-1.075291,-1.081407,-0.4479,-1.154507,-1.203756,0.643364,-0.024672,-0.874726,-0.728337,0.8593,'1'
0.636329,0.696775,-0.252788,0.55138,1.64994,-1.498717,-0.396608,-0.327368,1.647655,-1.20762,'1'
1.409142,1.623393,-0.428424,-1.52344,-1.111416,1.390166,-1.604266,1.211352,0.155084,-0.162496,'1'
0.743082,0.769067,0.024444,-1.585121,-1.22268,-0.536741,0.269772,-1.651006,0.488223,1.448908,'1'
0.84735,1.048806,0.159584,1.517274,0.767762,-0.722503,-0.598858,-1.357803,-1.265638,-0.45346,'1'
-0.338869,-0.038962,-1.141531,0.490861,-0.882023,-1.597721,-0.942163,-0.153836,0.507122,-0.618438,'2'
0.864728,1.041833,-0.202674,0.972208,-1.611559,0.553251,0.034282,-1.029039,1.398807,1.651596,'1'
1.532476,1.079681,0.757564,0.466794,0.74645,-0.05913,-1.683164,1.278288,-1.441452,-0.864327,'2'
-0.903234,-1.545104,1.715092,0.070807,-0.29898,-0.060276,0.948812,-1.582708,0.420223,-0.951629,'2'
1.771121,1.420641,1.34902,0.287832,-1.244662,0.012451,-0.632308,-1.298591,-0.604007,-1.329107,'2'
0.928751,1.201383,-0.030628,0.368522,0.225101,-0.001867,1.665075,-0.389414,-0.069394,0.070333,'1'
1.46178,1.310633,0.490158,-0.723181,0.519817,-1.446859,-1.405108,0.824507,1.198704,-1.335825,'2'
-0.617945,-0.961811,0.52428,-1.65265,-0.634604,-0.391925,-0.234585,1.536917,0.953552,1.412631,'1'
0.882171,1.017187,0.331652,-0.333566,-0.542595,1.797,0.47255,1.43337,-1.103626,-0.203457,'1'
-1.621488,-1.826578,0.254638,0.187972,-1.775531,-1.636371,-0.183135,0.463925,-0.036586,0.016788,'1'
-1.694688,-1.289762,-1.614404,0.085016,-0.498087,-1.022994,0.618754,1.59499,-1.319525,1.45895,'2'
-0.044553,0.472905,-0.654396,-1.714535,1.4074,0.627518,-1.274715,1.056597,1.528227,-0.823526,'1'
0.136997,-0.364549,1.238394,-0.707638,0.970888,-0.61914,0.078645,-0.853105,1.095667,-1.556066,'2'
-0.557095,-1.622671,1.352301,-1.210154,0.171511,-1.51674,-0.372351,0.739476,1.479122,0.228896,'1'
-1.14488,-1.288249,-0.257033,1.203462,0.869398,0.178091,-0.646033,-1.309177,-1.571819,1.341854,'2'
-0.277378,0.20737,-0.476556,0.304332,-1.765976,0.085624,0.712234,-0.039942,-0.907902,0.442072,'1'
-0.002628,-0.258223,0.281923,-0.673756,-0.133826,-0.032042,0.767444,-0.869252,-1.528443,-1.181513,'2'
-1.011311,-1.823432,1.534421,-1.621413,-1.124927,0.661351,-1.474142,-0.841077,-0.917052,1.008016,'1'
-1.525844,-1.746897,0.207355,-0.803617,-1.120295,0.020407,1.342012,-0.500305,0.145007,-1.400152,'1'
-1.439228,-1.558593,0.157325,-0.414957,0.103535,-1.593674,1.36346,0.060786,0.076133,-0.89303,'1'
-1.943699,-1.667702,-0.837962,-0.712268,-1.19731,-0.431458,-1.334135,0.96651,-1.681482,1.33783,'1'
1.282328,1.253965,0.133831,0.214084,-0.255244,-0.81129,-0.350576,-1.429418,-0.413181,1.197352,'1'
1.391492,1.52087,0.21558,1.668206,-0.280074,-0.799259,0.68319,-0.244056,0.679113,0.478925,'2'
-1.919492,-1.165953,-1.378297,-1.619858,-1.378753,0.925793,0.270333,-0.727738,1.495882,-0.930064,'1'
-0.745756,-0.225897,-0.727882,-0.716317,-0.006234,0.016082,1.384,-0.355937,1.023479,0.84093,'2'
-0.842742,-0.216176,-1.708259,-0.944184,1.361647,1.302624,0.698058,1.334858,-0.283792,1.146957,'2'
-0.056089,-0.858939,1.732591,1.370766,0.895782,-0.456961,0.303536,-1.460786,1.011725,-0.088544,'2'
-0.418154,0.19733,-1.279294,-1.435004,0.009903,0.177451,-0.172105,-0.638142,-1.192683,0.067766,'2'
-1.158584,-0.760436,-0.82557,-0.146688,-0.782874,1.171823,-1.378279,-1.49537,0.01277,-1.065954,'2'
-1.368966,-0.325525,-1.599424,-0.836762,-1.315896,-0.102999,-1.43571,-0.727765,-1.404509,-1.50356,'2'
0.460892,0.797695,-0.260266,0.432238,0.730153,1.42354,0.316756,-0.842391,-0.786236,0.137376,'1'
-1.387054,-0.492102,-1.645009,0.972043,-0.81647,1.071272,-1.10207,1.023449,-0.309912,-0.97596,'2'
-1.058729,-0.4356,-1.386159,-0.422095,-0.654846,0.153617,1.216822,-0.869417,1.705615,1.435585,'2'
-1.212303,-0.790419,-1.465602,0.679009,-0.307211,-0.998247,-0.177749,0.500169,-0.409763,0.924759,'2'
0.501981,1.565994,-1.582112,1.368184,0.761736,-1.302152,-0.997848,1.179903,-0.879227,-1.346517,'2'
1.379831,1.585061,-0.070151,0.875415,0.954624,-1.562793,-1.154964,-0.097722,1.588885,0.598732,'2'
-0.040389,-0.657944,1.271379,0.160321,0.331864,-0.674969,-0.791343,0.905757,0.021343,1.231386,'2'
-0.482815,-0.829721,0.351913,-0.055667,-0.289625,-0.518233,0.704684,0.758619,-0.887433,-0.998677,'2'
0.888462,1.638635,-1.108152,0.822799,0.766895,0.138828,0.843307,-0.068037,-1.411134,-1.500345,'2'
0.84147,1.554118,-0.72451,1.044627,1.583081,0.959235,1.295291,-0.994666,0.111217,0.363762,'2'
-0.067683,-0.85318,1.407719,-1.293743,-0.653186,-0.565989,1.589912,-0.43521,0.96414,0.89184,'2'
-0.284317,-1.269581,1.445429,1.270777,-0.424601,1.254456,1.084664,-1.238671,-1.285091,-1.020317,'2'
-0.963604,-0.462589,-1.51713,0.167484,1.313296,-1.63317,-0.830349,0.390788,-1.067114,0.073176,'2'
-1.240805,-1.01859,-0.712509,-0.958074,-1.763302,-1.31312,-0.536648,0.496115,-0.009269,-1.383595,'1'
-0.861568,-0.685845,-0.664485,-0.213818,-1.45054,-0.955526,-0.795931,-1.491729,0.943229,-1.255155,'2'
-0.870702,-0.209677,-1.290726,-1.438533,-0.520489,0.345783,1.37373,-1.365641,1.181287,0.528521,'2'
0.758051,1.476024,-1.627323,-0.30722,-1.101848,-1.650053,0.877481,0.486306,-1.112778,0.236303,'1'
-0.543232,0.298594,-1.655168,-0.234676,-0.462664,0.586029,-1.337536,0.082849,0.88619,-0.857275,'2'
-0.442619,-0.479581,0.302655,0.892623,-0.206495,1.269377,1.068966,-0.679838,1.765242,0.024186,'2'
-0.46286,-0.164248,-0.375853,1.338149,-1.442384,-1.29547,-0.552244,1.372037,-0.006621,-0.984864,'2'
-1.1078,-0.39088,-1.433013,0.547859,0.333955,-1.076527,-1.404664,1.280966,-1.012649,0.906209,'2'
0.19831,-0.164242,0.599634,-0.76117,0.426823,-0.200656,-1.581689,0.80161,1.291125,1.256331,'2'
0.715385,0.841145,-0.076959,-1.33502,0.041473,0.149483,0.86659,1.306613,-1.222851,1.211534,'1'
0.66775,1.554564,-1.66585,0.826576,0.675281,-0.918892,1.049632,-1.18549,-0.183631,0.913635,'1'
1.907233,1.475596,1.38383,1.409991,-1.33478,-1.07579,0.421689,-1.384074,-1.343377,-0.614998,'2'
1.00327,0.820979,1.19682,0.115603,1.512015,0.298212,-0.687665,-0.260043,1.258684,0.507913,'1'
0.562699,1.370558,-1.199444,0.911083,1.250324,1.554912,-0.232583,0.655471,-0.018266,-1.334854,'1'
-0.158835,-0.686696,1.097371,-0.678967,1.327127,1.187165,0.764236,0.66603,-1.180959,0.846321,'2'
-1.863775,-1.360376,-1.685544,1.230793,1.242171,-0.451552,-0.405927,0.666333,0.738072,1.263285,'2'
-0.584168,-1.050078,0.917038,-1.604976,-1.329191,0.384625,0.155601,-0.166422,-1.535198,1.448567,'1'
-0.588706,-1.076363,0.717475,-1.303375,0.62041,0.232335,1.01729,0.401238,-0.029539,-1.422559,'2'
0.668299,0.882109,-0.291854,-0.933189,-0.218143,-1.550377,-1.351411,0.009683,-0.579436,-1.194065,'1'
0.448601,0.001102,0.730141,-1.719437,-1.408037,-1.335847,1.365593,-0.640399,-0.792254,-1.660988,'1'
0.193515,0.056796,-0.23549,0.038225,-1.754007,0.301021,0.597639,-1.10754,0.479608,-1.417143,'1'
0.540175,0.52595,0.023375,0.789136,-0.479671,-0.209815,0.83665,0.091671,0.416055,-0.761398,'1'
0.215979,-0.546325,1.083275,0.207082,1.113913,1.675142,0.740579,0.529513,-1.17627,0.315097,'2'
0.67586,0.299389,0.483997,1.674854,1.410414,0.079247,-0.435547,1.172657,1.452461,1.363386,'1'
-0.511634,0.146521,-0.660933,1.390395,-1.279308,-1.500381,1.302311,1.424138,-0.086878,-0.209514,'2'
1.339983,0.709345,1.497332,-0.080059,-0.430224,-1.494052,1.499643,-0.786828,-0.661238,0.94781,'1'
1.735782,1.361951,1.590194,0.337278,0.445302,1.204395,-0.099943,-1.496909,0.651158,0.178467,'2'
0.571954,0.260459,0.707557,-0.730021,0.354676,-0.259251,0.36732,-0.493588,-0.661739,-0.597079,'1'
1.696961,1.342512,1.551177,0.227333,-1.433264,0.184552,-1.098728,-0.600395,0.477965,-0.090505,'2'
1.473021,1.585893,0.474822,-1.065729,-0.632756,0.084392,1.041118,1.574368,1.57355,-0.225593,'2'
-2.032261,-1.838288,-1.072239,0.938713,-1.087925,-1.523509,1.485664,1.403894,-1.480331,-0.261192,'1'
-0.140336,-0.933155,0.544297,1.313957,0.596096,-0.628823,0.361017,1.135233,0.738196,1.492462,'2'
-0.630869,-0.211354,-0.530283,1.040459,0.715574,-1.732271,1.519707,-0.044375,1.672594,-0.955131,'2'
-1.766083,-1.304213,-1.235668,0.215633,-0.88152,-1.324965,0.300158,-0.322204,1.13852,-1.203269,'2'
1.536781,1.172181,1.223731,-0.994545,0.820727,-0.284196,0.151011,0.739728,-1.693297,0.850328,'2'
1.727118,1.517616,1.034853,1.012938,1.294515,-0.605674,-0.553933,-1.639857,0.963772,1.709249,'2'
0.570028,0.196641,0.500677,-0.714471,-0.091394,-0.725527,0.760309,-1.39509,-0.950547,1.596929,'1'
1.948779,1.410177,1.450669,-0.850957,0.689164,0.531583,0.678836,-0.286174,-1.613309,-1.547434,'2'
-0.038613,-0.581272,1.558739,0.796211,0.610125,1.028093,-0.180215,-1.715205,1.019641,-0.157638,'2'
-1.167339,-1.501057,0.922772,0.450393,-1.650992,1.08684,-0.813075,-1.745717,-0.500241,0.473871,'2'
0.488453,1.080704,-0.825879,0.555187,-1.256188,1.207146,0.081973,0.952467,-1.141222,-0.35844,'1'
0.796614,0.550602,0.665652,0.851567,0.126445,-1.62024,-1.209042,-1.300729,0.342633,1.572803,'1'
0.522228,0.915841,-0.89275,-0.233624,-0.527284,0.748721,-1.181031,-0.021541,-0.238172,1.402255,'1'
-0.831755,-1.192052,0.888689,-0.620576,-0.216304,1.44895,-1.190439,-0.717005,1.066863,-1.575854,'2'
-0.760854,-0.816142,0.397033,0.847758,1.276283,-0.890197,-1.235992,1.027148,-0.952787,-1.442345,'2'
1.373606,1.124948,0.494225,0.266444,-1.7588,-1.622088,0.56131,1.615251,-1.198895,-1.456146,'1'
-0.582007,-1.440218,0.96468,-1.16124,1.476261,-0.337842,0.241327,-0.90167,0.75421,1.385397,'1'
0.481883,1.294845,-1.125776,1.39908,1.336675,-0.072405,0.226205,0.461178,0.264333,1.670687,'1'
-1.100638,-1.319825,-0.282215,0.261357,-1.580195,-1.526236,0.16503,-1.430123,-1.046351,-1.212546,'1'
0.23776,-0.017909,0.67418,-0.188403,-1.17267,-0.276805,-1.5787,-0.655818,1.048683,-0.04575,'1'
-0.874895,-0.798237,-1.132418,0.500849,-0.614808,-1.515618,-1.012565,-0.956075,-0.294072,1.450714,'2'
0.227712,0.465843,-0.285825,-1.722693,0.751599,0.372327,0.841094,-1.639342,1.146918,-1.020774,'1'
0.623124,0.439309,0.729919,-0.685781,0.975469,1.640698,-1.486157,-1.087714,0.614726,1.176666,'1'
-0.656396,0.055406,-1.226646,-1.436855,0.961161,-0.973952,1.089708,-1.59684,1.394287,0.178749,'2'
0.368565,0.531753,-0.719573,0.79945,0.627501,-0.01604,-0.54694,0.52106,1.015004,-0.505113,'1'
-0.954602,-0.289861,-1.39923,0.331493,-0.202045,-1.35716,-1.410794,-1.481513,-1.069785,1.075068,'2'
-0.293835,-0.840676,0.906885,0.523699,-0.581747,-0.366229,-0.90631,0.569637,-0.775526,1.31609,'2'
0.257077,0.032093,0.05059,-0.020827,0.15896,-1.683012,-1.577777,0.310566,-1.213451,1.489699,'1'
0.029634,0.224219,-0.316114,0.339967,-1.210071,0.549443,-1.633929,1.300285,1.237325,-1.429513,'1'
-0.40792,-0.949253,0.606308,1.283731,-1.633589,-0.769439,0.307835,-1.438626,-1.17104,0.831254,'2'
-1.94534,-1.714719,-1.09734,0.93716,0.54152,1.795432,-1.125214,1.427268,1.013533,-1.548059,'2'
0.192345,0.719927,-1.385436,-0.784874,-1.018331,-1.69809,-0.81053,0.445433,0.717749,0.3006,'1'
1.126921,1.226202,0.045355,-0.070991,-0.513617,1.22161,0.186902,-1.488249,0.293267,0.62985,'1'
1.005973,1.684942,-0.763033,0.824885,-0.805572,-0.517573,1.211999,1.608331,0.716521,0.87385,'2'
-1.557325,-1.052251,-0.948834,0.742778,0.89137,0.748499,-1.231805,0.263365,0.872264,-0.412098,'2'
-0.597116,-0.294375,-0.580237,-1.06006,0.038062,-0.66159,-0.014246,-1.606117,1.780211,-0.838154,'2'
1.15454,1.30315,0.605147,-0.258136,1.300733,-0.522513,0.934587,0.642745,1.510363,0.347325,'1'
0.532859,0.523976,0.319379,-1.129574,-1.108582,-1.06117,-0.230542,-0.25793,1.528822,-1.480462,'1'
0.259288,1.212193,-1.70617,0.223151,0.598362,-1.018113,-1.550306,1.281416,1.322964,-1.007316,'1'
0.741566,0.376369,1.082622,0.161943,-0.479623,-0.174176,1.740395,0.366513,0.961373,0.718067,'1'
0.802094,1.434015,-0.10758,-1.25235,0.671954,-1.039524,0.811198,-0.654869,-0.938759,-1.639573,'1'
-2.135385,-1.66787,-1.079596,-1.239577,-1.33222,-0.855475,-0.104213,-0.318897,-1.698981,1.703754,'1'
-0.113705,0.336476,-1.261272,1.157569,1.064541,0.066535,1.332051,1.32101,-0.755751,0.07966,'2'
0.208812,0.633769,-0.995576,-1.369515,-0.106222,0.765463,-0.566183,-0.947443,-0.392415,0.335901,'1'
0.780828,0.934854,-0.488635,0.494487,1.572652,-0.764464,-0.671545,-0.603172,0.05048,0.815086,'1'
1.718097,1.66805,0.49049,0.908738,-0.501741,0.011702,-1.520612,-0.012725,0.84507,-0.038316,'2'
0.3044,0.512124,-0.25283,-0.129145,0.777499,0.041965,-1.355588,-0.599335,1.164295,-1.267007,'1'
0.257946,1.268156,-1.320124,-1.317335,1.121344,-0.225697,-1.445179,1.515778,0.677021,0.45197,'1'
-0.779276,-0.817796,-0.303847,-0.046246,0.580181,0.479177,-0.937983,-0.327087,1.535481,0.124516,'2'
1.343548,0.766036,0.843233,0.172467,-0.381291,-0.589266,-1.093344,-0.492645,-1.07514,0.376837,'1'
-0.395191,-1.176074,1.220714,1.504019,0.94619,-1.574041,-0.629412,0.053511,0.635536,-0.163547,'2'
-0.469261,0.251508,-1.456868,1.012975,0.346349,-0.917233,1.334333,-1.262444,1.677256,1.1248,'2'
-0.908653,-0.719725,-0.59037,-0.598599,-0.912638,-1.585896,0.134901,-0.103053,-1.706738,0.004673,'1'
0.339699,0.920415,-0.795694,0.985957,0.584354,0.594523,-1.205835,0.757066,0.811979,0.007014,'1'
-0.338253,0.069251,-0.542373,0.927689,1.696717,1.298538,0.026265,-0.873616,-0.349433,-0.401236,'2'
0.007254,-0.05448,0.541773,-0.395877,-1.681959,1.263838,-0.322377,-0.880794,-0.137787,0.086742,'2'
-0.334721,-0.805263,0.812682,0.159206,1.197503,1.256445,1.327083,-1.000291,0.255369,-1.74209,'2'
-0.518883,-0.847059,0.370268,-1.729384,0.251348,-0.332943,0.137909,-1.215876,1.222586,-1.30701,'2'
0.021833,0.36997,-1.021786,-1.284732,0.903563,-0.821464,0.511675,1.534237,-1.15488,1.587934,'1'
-0.212022,-0.214411,-0.094362,0.188867,-1.286839,0.782575,-1.149217,0.310812,1.118597,-0.794684,'2'
-0.019292,-0.567366,1.13298,1.264825,-0.333543,-0.712449,-0.572881,0.75169,1.330295,1.670885,'2'
2.180567,1.690158,1.013436,0.148381,0.16792,1.083225,-1.668106,-0.721407,-0.696387,-1.386055,'2'
1.236817,0.757569,0.993233,-0.305597,1.129139,1.343754,-1.576258,0.70068,0.74065,0.913083,'1'
-1.861074,-1.82179,-0.731724,-0.347811,0.412063,0.090431,0.2675,-0.033691,-1.154627,0.874278,'1'
1.434243,1.54246,0.089752,-1.229103,-0.232637,0.155726,-0.602054,0.29407,-1.70287,-0.255981,'2'
0.138716,0.416319,-0.849291,1.46576,-1.752182,0.436741,-1.075433,0.35559,-1.397481,0.29552,'1'
-0.215468,-0.442239,0.052126,-1.007607,0.966146,-0.709821,1.321411,-0.147884,-0.312865,-0.85301,'2'
0.915373,1.339267,-0.502419,-1.239922,-0.397472,1.066556,1.708493,-1.121455,-0.135063,1.593151,'1'
-0.409288,-0.366054,-0.292257,-0.146927,0.721087,1.469936,-0.991236,1.069025,0.590387,-0.886496,'2'
0.199942,0.213584,0.284513,-1.472705,1.04173,0.776744,-0.699704,-1.204026,-0.275915,-0.634118,'1'
-1.17786,-0.616372,-1.616188,-1.115316,-0.216985,0.101017,-0.553771,1.063111,0.207099,0.449595,'2'
-0.945531,-0.403944,-1.3699,-0.142084,-0.316719,-0.56852,0.38699,0.190463,1.671915,0.196864,'2'
1.120887,0.577731,1.082001,-1.646298,-1.194786,1.713773,-1.137131,0.166131,-0.072794,0.262898,'1'
1.293284,1.493625,-0.50387,-0.68606,0.189942,-1.595762,0.835182,0.235456,-0.119058,0.54187,'2'
-1.61832,-1.718213,-0.180873,-0.950173,-1.283071,-1.293537,0.689897,0.634503,-0.524773,-1.44592,'1'
-0.655289,0.020226,-1.54397,-0.941636,0.474043,0.240913,1.197,-1.229149,0.249877,-0.703027,'2'
1.434798,1.060863,1.648575,-0.188342,0.926347,-0.499232,-1.129583,-0.209009,1.31377,1.24206,'2'
-0.045535,0.300924,-0.694483,-0.929497,-1.050511,0.779524,0.708231,-0.958309,-0.826998,-0.365426,'1'
0.226863,0.419535,0.039073,-0.829698,0.098256,-1.132633,-1.591443,-0.894597,1.487746,0.393627,'1'
0.269682,1.319944,-1.710568,0.592363,1.405664,0.848727,0.201589,1.294201,-0.424753,-1.058989,'1'
0.882368,-0.0381,1.356523,1.321624,0.740226,1.608529,0.99377,-0.658249,-1.707677,-0.010336,'2'
0.805945,1.48742,-0.966878,-1.192187,-1.615452,0.381534,1.353504,1.602964,-1.41455,-1.710776,'1'
0.782956,1.533221,-1.264208,0.36901,-0.992871,0.412525,0.996444,-1.4448,0.054434,-0.894797,'1'
1.503824,1.019572,1.028145,1.455708,0.724604,-0.063517,-1.102324,-0.313792,-1.538253,0.222294,'2'
-1.383153,-0.507491,-1.497348,-1.687537,0.147139,-0.851195,-0.503769,0.8644,1.305308,-0.602223,'2'
-2.113263,-1.756124,-0.966786,-1.417727,-1.336357,0.901793,-1.294734,-1.118654,-1.181122,-0.394656,'1'
1.739226,1.054339,1.709999,-0.549831,1.537502,-0.725237,1.292468,0.503544,1.609279,1.029942,'2'
-1.260446,-0.810593,-1.526196,-0.885443,-0.45317,0.594639,-0.823091,0.970576,0.34613,-0.58254,'2'
-1.029089,-0.555918,-1.319226,0.301374,-0.322649,0.587624,-1.09409,-1.452671,-0.624112,0.501441,'2'
1.614969,1.564995,0.31796,1.477562,-0.844326,-1.417129,1.134771,0.675454,-0.276135,-0.767138,'2'
0.59644,0.884453,-0.273074,1.297757,-1.443978,0.279645,-0.808989,0.608944,-0.493496,0.489042,'1'
-1.770817,-1.785192,-0.039205,1.422775,1.299113,0.844204,1.379286,-1.419783,-0.236381,0.63292,'2'
-1.563922,-1.806172,0.567606,1.310551,0.284912,-0.489379,1.27975,-0.591368,0.296822,0.908267,'2'
