@relation data
@attribute white_piece0_strength numeric
@attribute white_piece0_file numeric
@attribute white_piece0_rank numeric
@attribute white_piece0_advanced {'ATT','DEF','MID'}
@attribute white_piece0_distanceto_white_den numeric
@attribute white_piece0_distanceto_black_den numeric
@attribute white_piece0_unopposedto_black_den_length numeric
@attribute white_piece0_unopposedto_black_den_shortest {'0','1'}
@attribute white_piece0_movesto_white_den numeric
@attribute white_piece0_movesto_black_den numeric
@attribute white_piece0_in_trap {'0','1'}
@attribute white_piece0_can_cross {'0','1'}
@attribute white_piece0_can_cross_shortest {'0','1'}
@attribute white_piece0_unopposed_to_bank {'0','1'}
@attribute white_piece0_distanceto_black_piece0 numeric
@attribute white_piece0_distanceto_black_piece0_parity {'0','1'}
@attribute white_piece0_nextto_black_piece0 {'0','1'}
@attribute black_piece0_strength numeric
@attribute black_piece0_file numeric
@attribute black_piece0_rank numeric
@attribute black_piece0_advanced {'ATT','DEF','MID'}
@attribute black_piece0_distanceto_white_den numeric
@attribute black_piece0_distanceto_black_den numeric
@attribute black_piece0_movesto_white_den numeric
@attribute black_piece0_movesto_black_den numeric
@attribute black_piece0_unopposedto_white_den_length numeric
@attribute black_piece0_unopposedto_white_den_shortest {'0','1'}
@attribute black_piece0_in_trap {'0','1'}
@attribute black_piece0_can_cross {'0','1'}
@attribute black_piece0_can_cross_shortest {'0','1'}
@attribute black_piece0_unopposed_to_bank {'0','1'}
@attribute black_piece0_at_d7 {'0','1'}
@attribute black_piece0_distanceto_white_piece0 numeric
@attribute black_piece0_distanceto_white_piece0_parity {'0','1'}
@attribute black_piece0_nextto_white_piece0 {'0','1'}
@attribute highest_strength {'b','w'}
@attribute closest_to_den {'b','w'}
@attribute closest_to_den_diff numeric
@attribute fastest_to_den {'b','w'}
@attribute fastest_to_den_diff numeric
@attribute white_unopposed_to_den {'0','1'}
@attribute black_unopposed_to_den {'0','1'}
@attribute white_unopposed_to_den_quick_detour {'0','1'}
@attribute black_unopposed_to_den_quick_detour {'0','1'}
@attribute class {'1','2','3'}
@data
6,3,1,'DEF',1,7,-1,'0',1,6,'0','0','0','1',5,'1','0',4,3,7,'DEF',7,1,7,1,-1,'0','0','0','0','1','0',6,'0','0','w','w',0,'w',1,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','0','0','1',4,'0','0',4,4,7,'DEF',8,2,8,2,-1,'0','0','0','0','1','0',7,'1','0','w','w',1,'w',2,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',5,'1','0',4,5,7,'DEF',9,3,9,3,-1,'0','0','0','0','1','0',8,'0','0','w','w',2,'w',3,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',6,'0','0',4,6,7,'DEF',10,4,10,4,-1,'0','0','0','0','1','0',9,'1','0','w','w',3,'w',4,'0','0','0','0','1'
6,3,1,'DEF',1,7,5,'0',1,6,'0','1','1','1',7,'1','0',4,0,8,'DEF',11,3,11,3,-1,'0','0','0','0','1','0',10,'0','0','w','w',4,'w',5,'1','0','1','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',6,'0','0',4,1,8,'DEF',10,2,10,2,-1,'0','0','0','0','1','0',9,'1','0','w','w',3,'w',4,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',5,'1','0',4,2,8,'DEF',9,1,9,1,-1,'0','0','0','0','0','0',8,'0','0','w','w',2,'w',3,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',5,'1','0',4,4,8,'DEF',9,1,9,1,-1,'0','0','0','0','0','0',8,'0','0','w','w',2,'w',3,'0','0','0','0','1'
6,3,1,'DEF',1,7,-1,'0',1,6,'0','1','1','1',6,'0','0',4,5,8,'DEF',10,2,10,2,-1,'0','0','0','0','1','0',9,'1','0','w','w',3,'w',4,'0','0','0','0','1'
6,3,1,'DEF',1,7,5,'0',1,6,'0','1','1','1',7,'1','0',4,6,8,'DEF',11,3,11,3,-1,'0','0','0','0','1','0',10,'0','0','w','w',4,'w',5,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,0,0,'ATT',3,11,3,11,-1,'0','0','1','1','1','0',5,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,1,0,'ATT',2,10,2,10,1,'0','0','1','1','1','0',4,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,2,0,'ATT',1,9,1,9,0,'0','1','1','1','0','0',3,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',1,'1','1',4,4,0,'ATT',1,9,1,9,-1,'0','1','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',2,'0','0',4,5,0,'ATT',2,10,2,10,-1,'0','0','1','1','0','0',2,'0','0','w','b',6,'b',3,'1','0','0','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,6,0,'ATT',3,11,3,11,-1,'0','0','1','1','0','0',3,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,0,1,'ATT',4,10,4,10,-1,'0','0','1','1','1','0',4,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,1,1,'ATT',3,9,3,9,-1,'0','0','1','1','1','0',3,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',2,'0','0',4,2,1,'ATT',2,8,2,8,1,'0','0','1','1','1','0',2,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',1,'1','1',4,3,1,'ATT',1,7,1,7,-1,'0','1','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',1,'1','1',4,5,1,'ATT',3,9,3,9,-1,'0','0','1','1','0','0',1,'1','1','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',2,'0','0',4,6,1,'ATT',4,10,4,10,-1,'0','0','1','1','1','0',2,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,0,2,'ATT',5,9,5,9,-1,'0','0','1','1','1','0',5,'1','0','w','b',3,'w',0,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,1,2,'ATT',4,8,4,8,-1,'0','0','1','1','1','0',4,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,2,2,'ATT',3,7,3,7,-1,'0','0','1','1','1','0',3,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','0',2,'0','0',4,3,2,'ATT',2,6,2,6,-1,'0','0','1','1','1','0',2,'0','0','w','b',6,'b',3,'1','0','0','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','0',1,'1','1',4,4,2,'ATT',3,7,3,7,-1,'0','0','1','1','0','0',1,'1','1','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','0',2,'0','0',4,5,2,'ATT',4,8,4,8,-1,'0','0','1','1','1','0',2,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,6,2,'ATT',5,9,5,9,-1,'0','0','1','1','1','0',3,'1','0','w','b',3,'w',0,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,0,3,'MID',6,8,6,8,-1,'0','0','1','1','1','0',6,'0','0','w','b',2,'w',1,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',3,'1','0',4,3,3,'MID',3,5,3,5,-1,'0','0','0','0','1','0',3,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,6,3,'MID',6,8,6,8,-1,'0','0','1','1','1','0',4,'0','0','w','b',2,'w',1,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,0,4,'MID',7,7,7,7,-1,'0','0','1','1','1','0',7,'1','0','w','b',1,'w',2,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',4,'0','0',4,3,4,'MID',4,4,4,4,-1,'0','0','0','0','1','0',4,'0','0','w','b',4,'b',1,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,6,4,'MID',7,7,7,7,-1,'0','0','0','0','1','0',5,'1','0','w','b',1,'w',2,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,0,5,'MID',8,6,8,6,-1,'0','0','1','1','1','0',8,'0','0','w','w',0,'w',3,'1','0','1','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,3,5,'MID',5,3,5,3,-1,'0','0','0','0','1','0',5,'1','0','w','b',3,'w',0,'0','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,6,5,'MID',8,6,8,6,-1,'0','0','0','0','1','0',6,'0','0','w','w',0,'w',3,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',6,'0','0',4,0,6,'DEF',9,5,9,5,-1,'0','0','0','0','1','0',9,'1','0','w','w',1,'w',4,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',5,'1','0',4,1,6,'DEF',8,4,8,4,-1,'0','0','0','0','1','0',8,'0','0','w','w',0,'w',3,'1','0','1','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,2,6,'DEF',7,3,7,3,-1,'0','0','0','0','1','0',7,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',3,'1','0',4,3,6,'DEF',6,2,6,2,-1,'0','0','0','0','1','1',6,'0','0','w','b',2,'w',1,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',2,'0','0',4,4,6,'DEF',7,3,7,3,-1,'0','0','0','0','1','0',7,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',3,'1','0',4,5,6,'DEF',8,4,8,4,-1,'0','0','0','0','1','0',8,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,6,6,'DEF',9,5,9,5,-1,'0','0','0','0','1','0',7,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',7,'1','0',4,0,7,'DEF',10,4,10,4,-1,'0','0','0','0','1','0',10,'0','0','w','w',2,'w',5,'1','0','1','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',6,'0','0',4,1,7,'DEF',9,3,9,3,-1,'0','0','0','0','1','0',9,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',5,'1','0',4,2,7,'DEF',8,2,8,2,-1,'0','0','0','0','1','0',8,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,3,7,'DEF',7,1,7,1,-1,'0','0','0','0','1','0',7,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',3,'1','0',4,4,7,'DEF',8,2,8,2,-1,'0','0','0','0','0','0',8,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,5,7,'DEF',9,3,9,3,-1,'0','0','0','0','1','0',9,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',5,'1','0',4,6,7,'DEF',10,4,10,4,-1,'0','0','0','0','1','0',8,'0','0','w','w',2,'w',5,'0','0','0','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',8,'0','0',4,0,8,'DEF',11,3,11,3,-1,'0','0','0','0','1','0',11,'1','0','w','w',3,'w',6,'1','0','1','0','1'
6,4,1,'DEF',2,8,4,'0',2,5,'0','1','1','1',7,'1','0',4,1,8,'DEF',10,2,10,2,-1,'0','0','0','0','1','0',10,'0','0','w','w',2,'w',5,'1','0','1','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',6,'0','0',4,2,8,'DEF',9,1,9,1,-1,'0','0','0','0','1','0',9,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','0','0','1',4,'0','0',4,4,8,'DEF',9,1,9,1,-1,'0','0','0','0','0','0',9,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',5,'1','0',4,5,8,'DEF',10,2,10,2,-1,'0','0','0','0','0','0',10,'0','0','w','w',2,'w',5,'0','0','0','0','1'
6,4,1,'DEF',2,8,-1,'0',2,5,'0','1','1','1',6,'0','0',4,6,8,'DEF',11,3,11,3,-1,'0','0','0','0','1','0',9,'1','0','w','w',3,'w',6,'0','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',6,'0','0',4,0,0,'ATT',3,11,3,11,2,'0','0','1','1','1','0',6,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',5,'1','0',4,1,0,'ATT',2,10,2,10,1,'0','0','1','1','1','0',5,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',4,'0','0',4,2,0,'ATT',1,9,1,9,0,'0','1','1','1','1','0',4,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',2,'0','0',4,4,0,'ATT',1,9,1,9,0,'0','1','1','1','0','0',2,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',1,'1','1',4,5,0,'ATT',2,10,2,10,-1,'0','0','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',2,'0','0',4,6,0,'ATT',3,11,3,11,-1,'0','0','1','1','0','0',2,'0','0','w','b',6,'b',3,'1','0','0','0','3'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',5,'1','0',4,0,1,'ATT',4,10,4,10,-1,'0','0','1','1','1','0',5,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',4,'0','0',4,1,1,'ATT',3,9,3,9,2,'0','0','1','1','1','0',4,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',3,'1','0',4,2,1,'ATT',2,8,2,8,1,'0','0','1','1','1','0',3,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',2,'0','0',4,3,1,'ATT',1,7,1,7,0,'0','1','1','1','1','0',2,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',1,'1','1',4,4,1,'ATT',2,8,2,8,-1,'0','0','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',1,'1','1',4,6,1,'ATT',4,10,4,10,-1,'0','0','1','1','0','0',1,'1','1','w','b',5,'b',2,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',6,'0','0',4,0,2,'ATT',5,9,5,9,-1,'0','0','1','1','1','0',6,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',5,'1','0',4,1,2,'ATT',4,8,4,8,-1,'0','0','1','1','1','0',5,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',4,'0','0',4,2,2,'ATT',3,7,3,7,2,'0','0','1','1','1','0',4,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',3,'1','0',4,3,2,'ATT',2,6,2,6,-1,'0','0','1','1','1','0',3,'1','0','w','b',7,'b',4,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','0',2,'0','0',4,4,2,'ATT',3,7,3,7,-1,'0','0','1','1','1','0',2,'0','0','w','b',6,'b',3,'1','0','0','0','3'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','0',1,'1','1',4,5,2,'ATT',4,8,4,8,-1,'0','0','1','1','0','0',1,'1','1','w','b',5,'b',2,'1','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','0',2,'0','0',4,6,2,'ATT',5,9,5,9,-1,'0','0','1','1','1','0',2,'0','0','w','b',4,'b',1,'1','0','1','0','3'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',5,'1','0',4,0,3,'MID',6,8,6,8,-1,'0','0','1','1','1','0',7,'1','0','w','b',3,'w',0,'1','0','1','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',4,'0','0',4,3,3,'MID',3,5,3,5,-1,'0','0','1','1','1','0',4,'0','0','w','b',6,'b',3,'1','0','0','0','3'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',3,'1','0',4,6,3,'MID',6,8,6,8,-1,'0','0','0','0','1','0',3,'1','0','w','b',3,'w',0,'1','0','1','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',6,'0','0',4,0,4,'MID',7,7,7,7,-1,'0','0','1','1','1','0',8,'0','0','w','b',2,'w',1,'1','0','1','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,3,4,'MID',4,4,4,4,-1,'0','0','0','0','1','0',5,'1','0','w','b',5,'b',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',4,'0','0',4,6,4,'MID',7,7,7,7,-1,'0','0','0','0','1','0',4,'0','0','w','b',2,'w',1,'1','0','1','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',6,'0','0',4,0,5,'MID',8,6,8,6,-1,'0','0','1','1','1','0',9,'1','0','w','b',1,'w',2,'1','0','1','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,3,5,'MID',5,3,5,3,-1,'0','0','0','0','1','0',6,'0','0','w','b',4,'b',1,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',4,'0','0',4,6,5,'MID',8,6,8,6,-1,'0','0','0','0','1','0',5,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',7,'1','0',4,0,6,'DEF',9,5,9,5,-1,'0','0','1','1','1','0',10,'0','0','w','w',0,'w',3,'1','0','1','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',6,'0','0',4,1,6,'DEF',8,4,8,4,-1,'0','0','0','0','1','0',9,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,2,6,'DEF',7,3,7,3,-1,'0','0','0','0','1','0',8,'0','0','w','b',2,'w',1,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',4,'0','0',4,3,6,'DEF',6,2,6,2,-1,'0','0','0','0','1','1',7,'1','0','w','b',3,'w',0,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',3,'1','0',4,4,6,'DEF',7,3,7,3,-1,'0','0','0','0','1','0',8,'0','0','w','b',2,'w',1,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',2,'0','0',4,5,6,'DEF',8,4,8,4,-1,'0','0','0','0','1','0',7,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',3,'1','0',4,6,6,'DEF',9,5,9,5,-1,'0','0','0','0','1','0',6,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',8,'0','0',4,0,7,'DEF',10,4,10,4,-1,'0','0','0','0','1','0',11,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',7,'1','0',4,1,7,'DEF',9,3,9,3,-1,'0','0','0','0','1','0',10,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',6,'0','0',4,2,7,'DEF',8,2,8,2,-1,'0','0','0','0','1','0',9,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,3,7,'DEF',7,1,7,1,-1,'0','0','0','0','1','0',8,'0','0','w','b',2,'w',1,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',4,'0','0',4,4,7,'DEF',8,2,8,2,-1,'0','0','0','0','1','0',9,'1','0','w','b',1,'w',2,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',3,'1','0',4,5,7,'DEF',9,3,9,3,-1,'0','0','0','0','0','0',8,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',4,'0','0',4,6,7,'DEF',10,4,10,4,-1,'0','0','0','0','1','0',7,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,5,1,'DEF',3,9,5,'0',3,6,'0','1','1','1',9,'1','0',4,0,8,'DEF',11,3,11,3,-1,'0','0','0','0','1','0',12,'0','0','w','w',2,'w',5,'1','0','1','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',8,'0','0',4,1,8,'DEF',10,2,10,2,-1,'0','0','0','0','1','0',11,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',7,'1','0',4,2,8,'DEF',9,1,9,1,-1,'0','0','0','0','1','0',10,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,4,8,'DEF',9,1,9,1,-1,'0','0','0','0','0','0',10,'0','0','w','w',0,'w',3,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','0','0','1',4,'0','0',4,5,8,'DEF',10,2,10,2,-1,'0','0','0','0','0','0',9,'1','0','w','w',1,'w',4,'0','0','0','0','1'
6,5,1,'DEF',3,9,-1,'0',3,6,'0','1','1','1',5,'1','0',4,6,8,'DEF',11,3,11,3,-1,'0','0','0','0','0','0',8,'0','0','w','w',2,'w',5,'0','0','0','0','1'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',7,'1','0',4,0,0,'ATT',3,11,3,11,2,'0','0','1','1','1','0',7,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',6,'0','0',4,1,0,'ATT',2,10,2,10,1,'0','0','1','1','1','0',6,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',5,'1','0',4,2,0,'ATT',1,9,1,9,0,'0','1','1','1','1','0',5,'1','0','w','b',9,'b',6,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',3,'1','0',4,4,0,'ATT',1,9,1,9,0,'0','1','1','1','0','0',3,'1','0','w','b',9,'b',6,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',2,'0','0',4,5,0,'ATT',2,10,2,10,1,'0','0','1','1','0','0',2,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',1,'1','1',4,6,0,'ATT',3,11,3,11,-1,'0','0','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',6,'0','0',4,0,1,'ATT',4,10,4,10,3,'0','0','1','1','1','0',6,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',5,'1','0',4,1,1,'ATT',3,9,3,9,2,'0','0','1','1','1','0',5,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',4,'0','0',4,2,1,'ATT',2,8,2,8,1,'0','0','1','1','1','0',4,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',3,'1','0',4,3,1,'ATT',1,7,1,7,0,'0','1','1','1','1','0',3,'1','0','w','b',9,'b',6,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',2,'0','0',4,4,1,'ATT',2,8,2,8,1,'0','0','1','1','1','0',2,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',1,'1','1',4,5,1,'ATT',3,9,3,9,-1,'0','0','1','1','0','0',1,'1','1','w','b',7,'b',4,'1','0','0','0','1'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',5,'1','0',4,0,2,'ATT',5,9,5,9,-1,'0','0','1','1','1','0',7,'1','0','w','b',5,'b',2,'1','0','0','0','1'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',6,'0','0',4,1,2,'ATT',4,8,4,8,3,'0','0','1','1','1','0',6,'0','0','w','b',6,'b',3,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',5,'1','0',4,2,2,'ATT',3,7,3,7,2,'0','0','1','1','1','0',5,'1','0','w','b',7,'b',4,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',4,'0','0',4,3,2,'ATT',2,6,2,6,1,'0','0','1','1','1','0',4,'0','0','w','b',8,'b',5,'1','1','0','1','2'
6,6,1,'DEF',4,10,6,'0',4,7,'0','1','1','1',3,'1','0',4,4,2,'ATT',3,7,3,7,-1,'0','0','1','1','1','0',3,'1','0','w','b',7,'b',4,'1','0','0','0','1'
