@relation aux
@attribute time numeric
@attribute Diam {'<=2cm','>2cm'}
@attribute N {'>=4','1-3'}
@attribute ER {'Negative','Positive'}
@attribute Grade {'Poorly diff','Intermediate','Well diff'}
@attribute Age numeric
@attribute TSPYL5 numeric
@attribute Contig63649_RC numeric
@attribute DIAPH3 numeric
@attribute NUSAP1 numeric
@attribute AA555029_RC numeric
@attribute ALDH4A1 numeric
@attribute QSCN6L1 numeric
@attribute FGF18 numeric
@attribute DIAPH3.1 numeric
@attribute Contig32125_RC numeric
@attribute BBC3 numeric
@attribute DIAPH3.2 numeric
@attribute RP5.860F19.3 numeric
@attribute C16orf61 numeric
@attribute SCUBE2 numeric
@attribute EXT1 numeric
@attribute FLT1 numeric
@attribute GNAZ numeric
@attribute OXCT1 numeric
@attribute MMP9 numeric
@attribute RUNDC1 numeric
@attribute Contig35251_RC numeric
@attribute ECT2 numeric
@attribute GMPS numeric
@attribute KNTC2 numeric
@attribute WISP1 numeric
@attribute CDC42BPA numeric
@attribute SERF1A numeric
@attribute AYTL2 numeric
@attribute GSTM3 numeric
@attribute GPR180 numeric
@attribute RAB6B numeric
@attribute ZNF533 numeric
@attribute RTN4RL1 numeric
@attribute UCHL5 numeric
@attribute PECI numeric
@attribute MTDH numeric
@attribute Contig40831_RC numeric
@attribute TGFB3 numeric
@attribute MELK numeric
@attribute COL4A2 numeric
@attribute DTL numeric
@attribute STK32B numeric
@attribute DCK numeric
@attribute FBXO31 numeric
@attribute GPR126 numeric
@attribute SLC2A3 numeric
@attribute PECI.1 numeric
@attribute ORC6L numeric
@attribute RFC4 numeric
@attribute CDCA7 numeric
@attribute LOC643008 numeric
@attribute MS4A7 numeric
@attribute MCM6 numeric
@attribute AP2B1 numeric
@attribute C9orf30 numeric
@attribute IGFBP5 numeric
@attribute HRASLS numeric
@attribute PITRM1 numeric
@attribute IGFBP5.1 numeric
@attribute NMU numeric
@attribute PALM2.AKAP2 numeric
@attribute LGP2 numeric
@attribute PRC1 numeric
@attribute Contig20217_RC numeric
@attribute CENPA numeric
@attribute EGLN1 numeric
@attribute NM_004702 numeric
@attribute ESM1 numeric
@attribute C20orf46 numeric
@attribute class {'0','1'}
@data
1.38809,'>2cm','1-3','Positive','Poorly diff',46,0.225332,-0.075486,-0.113199,0.45317,0.021908,0.061169,-0.135286,0.007728,-0.219474,0.244043,0.07699,-0.100603,0.076982,0.241877,-0.730168,-0.066939,0.177826,-0.380659,0.248798,-0.16289,0.087542,0.084394,0.084768,-0.260507,0.182951,0.075156,-0.063657,-0.060585,-0.05944,-0.074679,0.191556,-0.379499,-0.638305,0.010292,0.10963,0.263204,-0.154348,0.494647,0.31958,0.005491,-0.119892,0.04272,-0.011861,0.159472,-0.079084,-0.461449,-0.138507,0.266837,0.3744,0.2006,-0.129491,-0.307391,0.098197,0.021693,-0.123147,-0.037852,-0.468649,-0.338431,-0.042442,-0.390932,-0.093691,-0.121715,0.015719,0.266814,0.157571,0.00337,0.034865,0.22005,0.445966,-0.28,'1'
13.749487,'<=2cm','1-3','Positive','Poorly diff',41,-0.178961,-0.365961,-0.200568,-0.095738,0.08376,0.053924,0.255614,-0.278773,0.118429,-0.121456,-0.226769,0.111339,-0.11679,0.014489,0.08923,0.074489,-0.449314,0.024014,-0.392901,-0.496282,-0.315105,0.223839,0.332768,-0.195818,0.320032,0.276164,0.096677,0.243914,-0.052869,-0.228666,-0.125918,-0.299849,-0.046332,-0.122573,-0.024023,0.234773,0.077757,0.127957,-0.45404,0.167756,0.157298,-0.093674,0.265884,-0.264487,-0.10452,0.448755,-0.294661,0.275243,-0.160696,-0.220741,-0.239754,-0.16891,0.162283,-0.087045,-0.071127,-0.221505,1.103409,-0.262338,0.058067,1.103656,0.119797,0.167649,0.180428,-0.25098,0.333515,-0.129679,-0.255392,0.088922,-0.897198,-0.216435,'0'
12.572211,'>2cm','1-3','Positive','Intermediate',46,0.180474,0.024507,-0.338002,-0.422194,-0.080532,-0.006524,-0.426261,0.51452,-0.40184,-0.130763,-0.10988,-0.563588,0.272671,-0.034254,-0.48347,-0.1809,-0.072815,-0.271993,0.034582,-0.475899,0.023415,-0.327896,-0.219225,-0.337689,-0.018138,0.327577,0.148553,-0.136068,0.044776,-0.287039,-0.114532,-0.111342,0.017855,0.327195,-0.043326,-0.099285,0.014191,-0.051417,0.187485,-0.314112,-0.017139,-0.382535,0.170435,0.179813,-0.154042,-0.446417,-0.03795,-0.104414,-0.190938,-0.14709,-0.463211,-0.208584,0.51958,-0.052275,0.271663,-0.401392,-0.522842,-0.157087,-0.11146,-0.425022,-2,-0.095085,-0.112289,-0.358388,-0.146798,-0.367939,-0.074715,-0.290416,0.064152,0.193794,'0'
8.925394,'>2cm','1-3','Negative','Poorly diff',48,-0.89372,0.591132,0.051604,-0.054139,0.210838,-0.159437,0.207669,-0.281626,0.054565,-0.063389,-0.156115,0.08431,-0.301354,0.29426,-0.387126,0.135376,0.0397,0.045446,0.152982,-0.503217,-0.12261,0.069685,-0.149636,0.483271,-0.046568,-0.139017,0.0509,0.210125,0.054315,-0.332908,0.039853,0.492377,-0.777298,-0.400776,0.078642,-0.20898,0.017791,-0.091248,-0.517853,0.250375,-0.149457,0.157397,-0.198053,0.048942,-0.16188,0.414621,0.314813,-0.236584,0.194425,0.193953,0.562657,0.386023,-0.255779,0.484768,0.064689,0.152267,-0.215489,0.386144,-0.120809,-0.21048,0.001191,-0.037454,0.178992,0.021346,-0.052666,0.533114,0.04296,0.236501,-0.004702,0.103907,'1'
13.174538,'>2cm','1-3','Positive','Intermediate',48,-0.230173,-0.364971,-0.190698,-0.297034,0.059642,-0.03006,-0.21846,0.164055,-0.192261,0.02725,-0.010878,-0.125626,0.187163,-0.165241,0.192382,-0.022989,0.085483,0.166375,0.009807,-0.658515,0.058707,-0.243794,-0.164041,-0.09794,-0.179675,0.1667,0.220424,-0.186475,-0.049305,-0.224162,-0.019275,0.039537,-0.187765,-0.075817,-0.050259,-0.067435,-0.010981,-0.225507,0.16775,-0.300845,-0.049997,-0.245284,0.069539,-0.04155,-0.154525,-0.262936,-0.177405,-0.067377,-0.405371,-0.205946,-0.408115,-0.310124,-0.291522,-0.216164,0.165892,-0.039101,-0.299631,-0.183332,-0.038794,-0.288555,-0.016241,0.246361,-0.208387,-0.417259,-0.222236,-0.469087,-0.016352,-0.445607,-0.230394,-0.342584,'0'
2.614648,'>2cm','>=4','Positive','Poorly diff',36,0.051644,0.234094,-0.128604,0.179164,-0.074177,0.042388,0.020093,-0.402128,-0.161117,-0.125821,-0.061927,-0.044261,-0.227858,0.011462,-0.67569,0.03272,0.11123,0.214746,0.123376,-0.278221,0.149847,0.165055,-0.101447,0.048582,-0.112554,0.078521,0.201471,0.058181,-0.014563,-0.090582,-0.008606,-0.37445,-0.847261,-0.057014,0.084029,0.149363,0.321181,0.107349,0.00942,0.05265,0.034936,0.107648,-0.16326,0.023708,0.136069,0.723356,0.005722,0.153123,0.033592,-0.037344,0.10486,-0.134188,-0.195164,0.109184,-0.072838,0.081154,0.460301,-0.172231,-0.027146,0.426982,-0.204708,-0.057594,0.40131,0.175324,0.083117,0.044794,0.288864,0.329209,0.041764,-0.296012,'1'
11.318275,'<=2cm','1-3','Positive','Well diff',43,-0.119816,0.106699,-0.29479,-0.315323,-0.041336,-0.059715,-0.053765,-0.067562,-0.334872,0.119377,0.018196,-0.112915,0.080623,-0.172309,0.345124,0.175459,0.290527,-0.204939,-0.008691,-0.311569,0.045715,-0.147076,-0.345605,-0.264733,-0.235134,0.229257,0.019323,-0.056503,0.001925,0.222438,-0.329571,-0.033189,-0.268132,0.026809,-0.145055,-0.089534,-0.217423,-0.155063,0.422587,-0.21441,0.12437,-0.211771,0.156912,-0.107906,0.050688,-0.175762,0.133911,0.015656,-0.418448,-0.141257,-0.473337,-0.286613,0.228724,-0.103683,0.20399,0.240571,-0.188955,0.041063,-0.019896,-0.128404,-0.200947,0.011098,-0.039071,-0.390982,-0.117272,-0.559531,0.124283,-0.462652,-0.038304,-0.188907,'0'
1.21013,'>2cm','1-3','Negative','Poorly diff',44,0.043728,-0.030642,0.38092,0.22589,-0.037563,-0.167459,0.102697,-0.330263,0.419648,0.028584,-0.281738,0.305116,-0.344239,-0.061149,-1.04351,0.137221,-0.184088,-0.142252,0.243918,0.169942,-0.226753,0.021776,0.295379,0.33841,0.117604,-0.260662,-0.034228,0.188689,0.186538,-0.364291,0.28146,-0.261894,-0.46569,-0.262108,0.279509,-0.161873,0.221493,0.151218,-0.606397,0.308194,0.3021,0.182945,-0.01276,0.456306,-0.016516,0.001945,0.026734,-0.154704,0.21982,0.278072,0.539071,0.39427,-0.261852,0.017247,-0.233329,0.06579,0.066455,-0.045267,0.179001,-0.014423,0.378628,0.029042,0.033269,0.333379,0.303357,0.057635,0.406226,0.266475,-0.129277,-0.219016,'1'
11.739904,'>2cm','1-3','Negative','Intermediate',47,0.096475,0.082212,0.190934,0.197051,0.111932,-0.064189,0.196885,-0.456819,0.245147,-0.066499,-0.162579,0.153448,-0.442703,0.199538,-0.932809,0.315865,0.066632,0.060008,0.239772,-0.229905,-0.343673,-0.059157,0.132017,0.295579,0.223692,-0.082346,-0.260168,0.148792,0.032933,-0.37047,0.189613,0.01311,-0.712482,0.052314,-0.09864,-0.242437,-0.138727,0.051055,-0.331475,0.376652,0.213007,0.137358,-0.029734,0.063796,0.130026,-0.208168,0.298192,-0.133279,0.201861,0.368276,0.470009,-0.061918,-0.100285,0.365002,-0.053803,0.286342,-0.451096,-0.108228,0.090797,-0.279816,0.272714,0.255477,-0.115934,0.248467,-0.06398,0.416191,0.126956,-0.067048,-0.224983,-0.046753,'1'
12.503765,'<=2cm','1-3','Positive','Intermediate',40,-0.028876,-0.234201,-0.252547,-0.174122,-0.046059,0.064802,-0.076562,-0.084022,-0.194648,-0.13301,-0.255102,-0.091497,0.066474,-0.092944,-0.265404,0.05255,0.30245,0.027467,0.043301,-0.242806,-0.12705,-0.172042,-0.145518,-0.128169,-0.140369,-0.052336,0.083625,-0.01615,0.016629,0.076995,-0.196179,-0.034153,-0.091618,0.009477,-0.070073,0.00452,-0.21911,-0.067154,0.372947,-0.113535,0.121301,-0.104667,0.075592,-0.026385,0.100984,-0.123082,0.153895,0.059399,-0.283215,-0.059918,-0.195666,-0.23516,-0.051376,0.047984,-0.018101,0.05285,-0.225798,-0.045084,-0.09231,-0.140114,-0.061436,0.140975,-0.074873,-0.115411,-0.077399,-0.329518,0.251786,-0.392629,-0.369773,-0.114795,'0'
11.263518,'<=2cm','1-3','Positive','Well diff',41,-0.168409,-0.056059,-0.0253,-0.022576,-0.104207,-0.027574,-0.012591,-0.055393,-0.041248,0.278897,0.334739,-0.031018,-0.142014,-0.149646,0.256483,-0.054037,0.070442,-0.031844,-0.057699,-0.686205,0.153358,-0.292148,-0.157731,-0.062422,-0.104257,0.018248,0.093626,0.011992,0.004457,0.482961,-0.208889,-0.255656,-0.373971,0.150317,-0.041099,0.007931,-0.101374,-0.150707,0.141933,-0.069409,0.071482,0.143853,0.11151,0.159868,-0.114309,-0.253645,-0.144764,0.113147,-0.239309,-0.175416,-0.17525,-0.215488,0.491725,-0.022283,0.34924,-0.029618,-0.334634,-0.078231,0.087034,-0.286722,0.069668,-0.125662,0.063899,-0.190251,-0.155498,-0.291459,0.131946,-0.281203,-0.160971,0.028401,'0'
11.92334,'<=2cm','1-3','Positive','Well diff',48,-0.433347,-0.250448,0.341521,-0.101738,0.000976,0.051911,-0.209119,0.298273,-0.08743,0.084197,0.077476,-0.036696,0.050236,0.072129,0.661971,-0.090932,-0.064709,-0.029503,-0.010653,-0.376966,0.089308,-0.241792,-0.259916,-0.038378,-0.109221,0.09188,0.047212,0.064296,0.008054,-0.436682,-0.076139,-0.086751,0.142423,0.182982,-0.087282,-0.058688,-0.07518,-0.109399,0.318942,-0.00037,0.024069,0.068583,-0.053019,0.14308,0.227119,-0.342247,0.053582,-0.018192,0.094232,-0.093072,-0.438362,-0.169957,-0.250389,-0.019476,0.1647,0.062573,-0.314317,-0.063564,0.064941,-0.308195,0.1036,-0.069888,0.083076,-0.075479,0.096364,-0.093266,0.178108,-0.305363,-0.032415,-0.276691,'0'
2.696783,'<=2cm','1-3','Positive','Intermediate',41,0.081043,-0.053171,0.087643,0.174454,0.210016,-0.0296,0.135055,-0.424905,0.010692,-0.218963,-0.185999,0.016506,0.065933,0.024065,0.252425,0.16628,-0.294161,0.275461,-0.09096,-0.618363,0.2413,-0.213128,-0.014264,0.126074,0.040858,-0.248876,-0.123916,0.030666,-0.050476,-0.184321,0.108967,0.600594,-0.677316,0.036914,-0.043778,-0.26351,0.215991,0.339599,-0.47022,-0.118664,-0.129435,0.09475,0.133108,0.263951,-0.025427,-0.282426,-0.421524,-0.189447,-0.042891,0.136172,-0.80943,0.474224,-0.141794,0.04619,0.200119,-0.157182,1.095278,0.279773,0.082281,1.143919,-0.194117,-0.335694,0.382783,0.148345,-0.06535,0.038029,-0.158318,0.215868,-0.312114,0.218951,'1'
12.465435,'<=2cm','1-3','Positive','Intermediate',45,-0.109203,-0.116846,-0.14359,-0.230746,-0.101454,-0.157762,-0.104699,0.235494,-0.067185,0.129433,0.008901,-0.026049,0.097413,-0.125601,0.053365,0.039795,0.012826,0.030529,-0.054676,-0.202206,0.013095,-0.029425,-0.066799,-0.07021,-0.109916,0.37553,0.034959,-0.066434,-0.031538,-0.114004,0.02405,-0.096762,0.313939,-0.043886,-0.049505,-0.122581,-0.037896,-0.128592,0.181691,-0.062679,0.03532,-0.137361,-0.014127,0.066496,-0.015274,-0.206295,0.253118,-0.024339,-0.255053,-0.070244,-0.327661,-0.141863,-0.006035,-0.087733,0.180934,0.021812,0.114363,-0.013528,-0.099055,0.081954,-0.068844,0.141238,0.086081,-0.322027,-0.067092,-0.356372,0.05443,-0.26271,0.017057,-0.141174,'1'
11.545517,'<=2cm','1-3','Negative','Intermediate',45,0.148765,0.121774,0.319712,-0.074887,0.263271,-0.036888,0.151379,0.103936,0.35651,0.0905,-0.20532,0.230794,0.088082,-0.026617,-0.861548,0.036642,-0.0722,0.071438,-0.104071,-0.133061,-0.404935,0.453776,0.164027,0.089148,0.246919,0.02953,0.022545,-0.109789,0.118121,-0.087507,0.400639,0.542389,-0.3483,-0.231909,0.13228,-0.521896,0.204311,0.245567,-0.309617,0.09607,-0.045535,-0.100822,-0.003386,0.019394,0.084891,0.169269,-0.052341,-0.40588,0.266116,0.089483,0.004883,0.521758,-0.450995,-0.130708,-0.334215,0.020176,-0.242616,0.221063,0.213321,-0.18979,-0.137036,0.177468,-0.02137,0.023892,0.103305,0.2224,0.155876,0.013896,-0.131104,0.991481,'0'
11.195072,'>2cm','1-3','Positive','Well diff',47,0.036837,-0.148987,-0.252002,-0.541308,0.045533,-0.162448,-0.187585,0.224577,-0.21644,0.058862,0.150262,-0.07764,0.161197,-0.195384,0.342308,-0.009805,0.10922,-0.060069,-0.050209,-0.36554,0.190633,-0.01336,-0.185956,-0.140816,-0.157689,0.129126,0.145175,-0.162764,-0.063582,-0.037116,-0.023216,-0.10059,-0.128655,0.093809,-0.072445,-0.177907,-0.045364,-0.053004,0.065465,-0.196184,0.024327,-0.166407,0.113912,-0.034737,-0.103154,-0.226609,-0.068369,-0.09831,-0.375501,-0.088314,-0.49962,-0.159978,-0.23928,-0.250409,0.124631,-0.052019,0.039653,-0.078662,-0.078748,0.030607,-0.125914,0.051766,-0.059209,-0.566839,-0.120265,-0.644353,0.016994,-0.441166,0.09462,-0.112355,'0'
11.047228,'<=2cm','1-3','Negative','Well diff',37,-0.183679,-0.030862,-0.456476,-0.668662,0.267056,-0.25424,-0.217349,0.367768,-0.357699,-0.153329,-0.261448,-0.238546,-0.401551,0.061192,-0.809747,-0.013492,0.098701,-0.789822,0.044525,-0.345095,-0.430735,-0.16488,-0.330499,-0.212047,-0.28768,0.329868,0.095351,-0.085002,-0.176173,-0.573714,0.310359,-0.151836,-0.857034,-0.427838,-0.240968,-0.285897,-0.04822,-0.569178,0.095146,-0.450937,0.176747,-0.434191,0.045424,0.203978,-0.100979,0.156188,0.555616,-0.237261,-0.269429,-0.31184,-0.456938,-0.111087,0.564963,-0.245894,-0.266804,0.078497,-0.360286,-0.265411,-0.270192,-0.222893,-0.243527,0.359335,0.100383,-0.57828,-0.366112,-0.558458,0.181318,-0.522896,-0.47457,0.076589,'0'
11.143053,'<=2cm','1-3','Positive','Intermediate',43,-0.518853,-0.286247,-0.014893,-0.119374,0.101778,0.078499,-0.291314,-0.019389,0.03638,0.057032,0.132721,0.03738,-0.145798,0.172778,-0.449622,-0.199321,-0.205724,-0.031875,0.109578,-0.531137,-0.218444,-0.091703,-0.047858,-0.240835,-0.066277,0.043988,0.092666,0.106889,-0.102959,-0.361919,0.341738,-0.150077,-0.059438,-0.210175,-0.055773,0.090352,0.032945,0.044158,0.092101,-0.20135,-0.258221,-0.225609,0.016198,0.178055,-0.151688,-0.101053,-0.132722,0.090252,0.020994,-0.077539,-0.439614,-0.209241,0.007841,-0.164506,-0.107009,0.089411,-0.392941,-0.086769,-0.248441,-0.352485,-0.037101,-0.035921,0.06151,-0.319949,-0.148806,-0.190257,-0.011195,-0.014024,-0.057091,-0.316091,'0'
10.767967,'<=2cm','1-3','Positive','Intermediate',43,0.186731,0.037902,-0.227082,-0.253894,0.02611,0.132912,-0.257584,0.458249,-0.13704,0.241881,0.073363,-0.031055,0.403451,-0.246929,0.354907,-0.041124,0.220513,-0.02047,-0.001975,-0.538272,0.212979,-0.140367,-0.21178,-0.309014,-0.16665,0.224164,0.084429,-0.292034,-0.023238,0.314511,-0.134971,-0.10571,-0.427006,0.0514,-0.150031,-0.278915,0.066411,-0.074708,0.257259,-0.16497,0.091587,-0.149603,-0.010335,0.044079,-0.15299,0.32616,-0.10228,-0.251263,0.160021,-0.222988,-0.663094,-0.090662,0.212476,-0.169636,0.110138,-0.087902,-0.185203,-0.121362,-2e-05,-0.113729,-0.249843,0.000459,-0.022452,-0.110101,-0.17646,-0.330141,0.116214,-0.372596,-0.212879,-0.239945,'0'
11.036277,'>2cm','1-3','Positive','Poorly diff',49,-0.402532,-0.219556,0.068184,0.065961,-0.055509,0.159893,-0.02065,-0.263991,0.147371,0.365071,0.225108,0.175489,0.099617,-0.087405,-0.205765,-0.081441,0.128374,-0.152062,-0.118424,-0.424342,-0.16829,0.134809,0.086485,-0.095362,-0.055102,-0.104393,0.19665,-0.115702,0.060731,0.112403,-0.060959,-0.394991,-0.421572,-0.090471,-0.021772,-0.086781,0.113575,-0.101006,0.161762,0.035317,0.10142,0.215401,0.242789,0.078154,-0.167835,0.146529,-0.070656,0.0103,-0.009397,-0.067743,-0.231695,-0.342924,-0.232834,-0.082748,0.046175,-0.092818,-0.285119,-0.061402,0.117797,-0.176504,0.107833,0.002866,-0.231018,-0.153807,-0.099734,0.141445,-0.249059,0.141164,-0.054905,-0.26221,'0'
10.67488,'>2cm','1-3','Positive','Poorly diff',45,-0.136343,-0.107933,0.191564,0.001134,-0.073206,-0.06577,0.02778,-0.120638,0.268017,-0.270177,0.020851,0.127782,0.005186,-0.045962,-0.439218,0.271851,-0.14847,-0.079175,-0.226244,-0.274291,-0.110383,-0.035611,0.182481,0.158955,0.002392,0.121411,-0.120013,-0.186214,0.067519,-0.337929,-0.019337,0.087843,0.090814,0.009041,0.009849,-0.34072,-0.124635,-0.138361,-0.260992,0.007662,0.078161,0.107182,-0.016095,0.052254,-0.114236,0.163216,0.256737,-0.203075,0.111348,0.005174,-0.397422,0.18598,-0.172475,0.016705,-0.123727,0.041455,-0.247404,-0.157965,-0.071297,-0.192197,0.067764,-0.011259,0.391332,-0.002978,-0.136308,-0.126976,-0.015146,-0.159589,-0.024698,0.289985,'0'
6.565366,'>2cm','>=4','Positive','Well diff',41,-0.127979,-0.109192,-0.058749,-0.184129,-0.107837,0.030281,-0.015559,-0.016944,-0.026019,0.027957,0.026329,-0.0338,-0.057705,-0.040865,-0.239006,-0.01973,0.020067,-0.005504,0.044108,-0.117245,-0.053814,0.010619,0.009814,-0.047197,-0.012541,0.032884,0.040105,-0.094339,-0.062527,0.040088,0.04894,-0.022756,0.045201,-0.010102,-0.062378,-0.066635,-0.05488,0.019009,-0.011054,-0.001841,0.030449,-0.054602,0.022751,0.008109,0.007986,0.026762,-0.084487,-0.153847,-0.142521,-0.02251,-0.103037,0.013017,-0.028607,-0.0685,-0.063052,0.04049,0.102061,0.086041,-0.009206,0.066186,-0.059769,-0.095901,0.377902,-0.064395,0.005007,-0.157697,0.006802,-0.100137,-0.006824,-0.116607,'1'
11.203285,'>2cm','1-3','Positive','Well diff',50,-0.068843,-0.248365,0.290583,0.067338,-0.031813,0.063461,-0.0762,0.007688,0.18565,-0.303507,-0.037857,0.103158,0.041264,-0.030742,-0.530482,0.22285,0.047324,-0.089799,-0.113332,-0.340328,-0.166051,-0.064788,0.124895,0.169144,-0.058076,0.149936,-0.18737,-0.147082,-0.053606,-0.363923,0.028557,0.04554,0.048775,-0.012182,0.039338,-0.200446,-0.124616,-0.119918,-0.146957,-0.005713,0.077441,0.22553,-0.123291,0.172652,0.037615,-0.022717,0.228759,-0.105271,0.180517,0.059311,-0.157818,-0.046783,0.085729,0.082042,-0.082862,0.12565,-0.152803,-0.040048,-0.035519,-0.125899,-0.044922,0.01184,0.396313,0.169727,-0.2751,-0.078582,0.041418,-0.146099,-0.143409,0.146787,'0'
1.97399,'<=2cm','1-3','Positive','Poorly diff',49,-0.24954,-0.316874,0.147566,0.179384,0.099104,0.202662,0.414464,-0.04889,0.12922,0.017963,-0.167891,0.074542,0.083863,0.053418,-0.353013,0.01886,0.142135,-0.15161,-0.157927,-0.426338,-0.024431,-0.185315,-0.000241,-0.030361,0.043924,0.180729,0.030968,-0.079795,0.049689,0.157575,-0.308018,-0.077088,-0.423271,0.100487,-0.017679,-0.023334,-0.11186,-0.21596,0.102076,0.064847,0.145511,0.082236,0.027124,-0.098031,-0.048243,-0.273763,-0.139692,-0.016935,0.097407,-0.062183,-0.216676,-0.384694,-0.292494,0.048041,-0.129522,0.139842,0.379872,-0.109516,0.557508,0.360094,-0.236056,0.087686,-0.014392,0.261232,-0.010104,0.083345,-0.115821,-0.222356,-0.171086,0.027058,'1'
1.716632,'>2cm','>=4','Negative','Poorly diff',43,-0.190971,0.403929,-0.124831,-0.329585,-0.235218,0.298061,0.282994,0.23235,-0.245431,0.5607,-0.23071,-0.040521,-0.084942,-0.150925,-0.922374,0.115758,0.106245,0.519608,-0.010755,-0.522815,-0.187302,-0.020707,-0.238458,0.1831,-0.100459,-0.145681,-0.172643,-0.039751,0.377754,-0.046809,-0.431975,0.281712,-0.513595,-0.046731,-0.16286,-0.22116,-0.233463,0.312223,0.015753,0.019514,0.064297,-0.056107,0.117554,-0.173308,-0.094374,0.112124,-0.073193,-0.144452,-0.056785,0.067364,-0.25053,0.101551,-0.340347,-0.00232,-0.251023,0.011635,-0.259611,0.257651,0.038781,-0.117791,-0.173958,-0.218653,0.118524,0.112082,-0.020168,0.05161,-0.021206,-0.423589,0.109578,-0.042177,'1'
2.340862,'>2cm','1-3','Positive','Poorly diff',38,0.195768,0.147751,-0.041203,0.363817,-0.127787,-0.004093,0.220864,-0.328153,-0.011344,0.122939,0.014682,-0.05125,-0.008464,0.08217,-0.209141,-0.084685,-0.134313,-0.021222,-0.052611,-0.412383,-0.209995,-0.214315,-0.051944,0.111383,0.079095,-0.050859,-0.136547,0.183201,-0.177655,-0.002872,-0.490344,-0.303748,0.175958,-0.07281,-0.146724,0.184347,0.443458,0.402198,0.064173,0.201453,0.114087,0.177753,-0.055153,0.040476,0.148313,-0.291294,0.203068,0.25034,0.29607,-0.043936,0.000177,0.052206,0.06836,0.120296,0.041843,0.18477,0.162609,-0.028132,0.15496,0.208501,-0.068171,-0.300019,0.153423,0.325304,-0.010177,0.356633,0.167604,-0.005046,-0.163387,-0.081067,'1'
10.327173,'<=2cm','1-3','Positive','Well diff',42,-0.140184,-0.081242,-0.202814,-0.314509,-0.072975,-0.024065,-0.166795,-0.069025,-0.23575,-0.015187,0.219079,-0.141335,0.063841,-0.226308,-0.028614,-0.16429,0.063524,-0.308231,-0.141715,-0.572358,0.021925,-0.248151,-0.224767,-0.122192,-0.163733,0.109366,0.114719,-0.117161,0.134721,-0.023769,-0.131744,-0.278206,0.328644,-0.02276,-0.025722,0.073125,-0.091891,-0.138293,0.074077,-0.203456,0.007475,0.033206,-0.02311,-0.074222,-0.317502,0.210227,-0.208977,0.054469,-0.454326,0.052112,-0.603,-0.352643,-0.0174,-0.17437,0.220471,0.094375,-0.491145,-0.020691,0.144422,-0.382822,-0.08732,-0.251448,-0.12369,-0.390801,-0.245342,-0.418651,0.259507,-0.368005,-0.187826,-0.131503,'0'
2.483231,'<=2cm','1-3','Negative','Poorly diff',49,-0.255723,0.156774,0.013771,-0.002899,0.250474,-0.050293,0.226288,-0.159057,0.005275,-0.131988,-0.168825,-0.026676,-0.278268,0.226607,-0.98912,0.095216,0.040834,0.064416,-0.345295,0.066814,-0.272884,0.17694,-0.134112,-0.163567,0.057561,0.050494,-0.379709,0.198777,0.270554,-0.098337,-0.153125,0.185322,-0.82057,-0.009004,-0.12904,-0.216603,-0.034393,-0.09218,0.004092,0.175609,-0.006685,-0.026165,-0.026351,0.090315,0.165846,-0.09789,0.189346,-0.089643,0.225945,0.0648,0.018153,0.552201,0.113318,0.165949,0.072711,0.097457,-0.389658,0.112249,-0.205097,-0.307902,0.239601,0.131881,-0.111849,0.018511,0.114089,0.082648,-0.05312,-0.022368,-0.427104,-0.069935,'0'
9.982204,'<=2cm','1-3','Positive','Intermediate',44,-0.414395,0.423029,-0.527202,-0.379041,-0.087817,0.118934,-0.03375,-0.080568,0.159511,0.044189,0.240535,-0.225971,0.098233,-0.14809,0.371404,-0.013798,-0.305984,0.064111,-0.127564,-0.381466,-0.030723,0.01852,-0.08988,-0.232966,-0.183506,0.279777,-0.328571,-0.022975,-0.199011,-0.337256,-0.232996,-0.065155,-0.437161,0.098088,-0.316942,-0.05049,-0.234887,-0.078822,0.064977,-0.268784,0.257863,-0.229404,0.085428,-0.195456,-0.057975,-0.002876,0.126282,-0.221171,-0.343684,-0.2031,-0.553253,-0.143167,0.336237,-0.306759,0.171682,0.025934,0.207042,0.028825,-0.076247,0.082086,2,-0.228681,0.075369,-0.481423,-0.097305,-0.623103,0.13552,-0.436698,-0.295748,0.263874,'0'
11.545517,'>2cm','>=4','Positive','Poorly diff',48,0.102114,0.280704,0.130631,0.056531,-0.056052,0.023445,0.083966,-0.303243,0.234228,-0.458521,-0.16834,0.029615,-0.428343,-0.071031,-0.381177,0.330555,0.258842,-0.120033,0.221347,-0.049072,0.06587,-0.09196,-0.151623,0.257161,0.593821,-0.237609,0.095577,-0.175065,0.147943,-0.350295,0.228276,0.6438,-0.824497,-0.108879,-0.137414,-0.126756,-0.00592,0.016257,-0.187412,0.198935,0.199042,0.073815,-0.075875,-0.149179,-0.000624,-0.136977,-0.133433,-0.15318,-0.029749,0.414602,0.002801,0.072163,0.043341,0.180082,0.248544,0.152228,0.321351,0.705212,0.146477,0.269497,0.169891,-0.074463,0.222966,0.368919,0.733052,0.152584,0.188397,0.138467,0.365086,0.226922,'0'
